PARCEL ID,PROPERTY ADDRESS,USE CODE,STYLE,YEAR BUILT,"LIVING AREA 
SQFT","LAND 
ACREAGE","FY25 ASSESSED 
VALUE",SALE PRICE,SALE DATE,VILLAGE
308-111-00D,569 MAIN STREET (HYANNIS) #A,327O,Retail Condo,1987,532,0,"$           225,800.00","$        300,000.00",06/30/2023,HYAN
308-111-00F,569 MAIN STREET (HYANNIS) #C,327O,Retail Condo,1987,672,0,"$           119,900.00","$        115,000.00",03/24/2023,HYAN
308-111-00K,569 MAIN STREET (HYANNIS) #H,327O,Retail Condo,1987,700,0,"$           123,300.00","$        115,000.00",12/18/2023,HYAN
308-119,605 MAIN STREET (HYANNIS),031S,Mixed Use,1929,5698,0.16,"$           806,900.00","$        785,000.00",11/09/2023,HYAN
308-120-00M,615 MAIN STREET (HYANNIS),327O,Retail Condo,1930,2228,0,"$           611,000.00","$        525,000.00",03/31/2022,HYAN
308-144,749 MAIN STREET (HYANNIS),3410,Branch Bank,1989,7580,3.18,"$        1,276,800.00","$     1,250,000.00",09/26/2023,HYAN
308-159,35 NEWTON STREET,1010,Gambrel,1926,1535,0.21,"$           485,600.00","$        545,000.00",11/28/2023,HYAN
308-161-00B,15 NEWTON STREET,1020,Condominium,1966,1884,0,"$           425,000.00","$        425,000.00",11/30/2023,HYAN
308-162,525 SOUTH STREET,031M,Mixed Use,2005,9240,0.2,"$        1,590,300.00","$     1,750,000.00",01/09/2023,HYAN
308-214,99 PINE AVENUE,1010,Cape Cod,1941,3359,0.36,"$           799,700.00","$        943,000.00",07/07/2023,HYAN
308-227,2 GRACEADA COURT,1010,Cape Cod,1940,1080,0.11,"$           401,900.00","$        465,000.00",05/05/2023,HYAN
308-277,574 MAIN STREET (HYANNIS),031S,Mixed Use,1950,4032,0.14,"$           675,400.00","$        640,000.00",03/10/2023,HYAN
308-283-00A,722 MAIN STREET (HYANNIS),343O,Condo Office,1968,660,0,"$           134,000.00","$        140,000.00",10/14/2022,HYAN
308-283-00C,722 MAIN STREET (HYANNIS),343O,Condo Office,1968,1092,0,"$           211,200.00","$        225,000.00",01/31/2022,HYAN
309-040,110 BACON ROAD,1010,Cape Cod,1962,1898,0.23,"$           537,400.00","$        638,000.00",07/31/2023,HYAN
309-161,90 BEARSE'S WAY,1090,Conventional,1928,1343,0.29,"$           409,400.00","$        450,000.00",07/31/2023,HYAN
309-193-20E,70 NORTH STREET,102U,Condominium,1980,772,0,"$           244,700.00","$        265,000.00",07/31/2023,HYAN
309-193-20H,70 NORTH STREET,102U,Condominium,1980,744,0,"$           237,500.00","$        242,500.00",09/12/2023,HYAN
309-207,65 LOUIS STREET #A,1010,Ranch,1950,736,0.08,"$           325,300.00","$        415,000.00",07/13/2023,HYAN
309-221,412 MAIN STREET (HYANNIS),3260,Restaurant,1920,3980,0.14,"$        1,868,100.00","$     1,950,000.00",06/12/2023,HYAN
309-224,35 WINTER STREET,3400,Office Bldg,1987,14987,0.32,"$        1,366,900.00","$     1,450,000.00",10/03/2022,HYAN
309-231,94 STEVENS STREET,3690,Churches,1950,5431,1.04,"$        1,028,400.00","$        995,000.00",08/02/2023,HYAN
309-259-001,210 NORTH STREET,3222,C-Store,1983,2688,0.34,"$           869,700.00","$        900,000.00",11/09/2023,HYAN
310-077,251 HINCKLEY ROAD,1010,Ranch,1951,684,0.21,"$           304,100.00","$        407,000.00",08/14/2023,HYAN
310-089,160 HINCKLEY ROAD,1010,Cape Cod,1971,1426,0.48,"$           466,800.00","$        550,000.00",04/28/2023,HYAN
FISCAL YEAR 2025 COMPARABLE SALES LISTINGS,,,,,,,,,,
PARCEL ID,PROPERTY ADDRESS,USE CODE,STYLE,YEAR BUILT,"LIVING AREA 
SQFT","LAND 
ACREAGE","FY25 ASSESSED 
VALUE",SALE PRICE,SALE DATE,VILLAGE
310-121-00E,32 BAXTER ROAD,3190,Indust Condo,1988,968,0,"$           172,600.00","$        190,000.00",05/10/2023,HYAN
310-169,280 WINTER STREET,340R,Ranch,1961,840,0.34,"$           374,600.00","$        425,000.00",03/23/2023,HYAN
310-171,259 BARNSTABLE ROAD,9300,Vacant Land,,,0.13,"$           165,000.00","$        220,000.00",10/23/2023,HYAN
310-180,270 WINTER STREET,340R,Res Typ Com,1952,2996,0.33,"$           772,900.00","$        749,000.00",08/29/2023,HYAN
310-207,4 MULBERRY STREET,1010,Cape Cod,1960,960,0.21,"$           376,400.00","$        382,000.00",12/06/2023,HYAN
310-208,297 WINTER STREET,3420,Dental Office,1930,1499,0.23,"$           342,000.00","$        425,000.00",11/13/2023,HYAN
310-211,321 WINTER STREET,1010,Conventional,1925,1020,0.11,"$           423,700.00","$        475,000.00",07/31/2023,HYAN
310-388,358 COMPASS CIRCLE,1010,Ranch,1979,1080,0.23,"$           443,400.00","$        525,000.00",11/22/2023,HYAN
310-401,76 COMPASS CIRCLE,1010,Ranch,1978,1508,0.23,"$           533,700.00","$        510,000.00",04/24/2023,HYAN
310-411,236 COMPASS CIRCLE,1010,Ranch,1979,1080,0.23,"$           441,900.00","$        460,000.00",11/30/2023,HYAN
310-436-002,274 BARNSTABLE ROAD,3420,Dental Office,1985,3998,0.47,"$           872,700.00","$     1,100,000.00",06/30/2023,HYAN
312-016,157 AIRPORT ROAD,031P,Mixed Use,1980,5824,0.5,"$        1,056,400.00","$     1,175,000.00",08/31/2022,HYAN
324-040-00M,500 OCEAN STREET,102U,Condominium,1975,1200,0,"$           586,200.00","$        725,000.00",04/28/2023,HYAN
324-040-0AU,500 OCEAN STREET,102U,Condominium,1975,1334,0,"$           589,200.00","$        725,000.00",06/27/2023,HYAN
324-040-0BP,500 OCEAN STREET,102U,Condominium,1978,1552,0,"$           750,000.00","$        780,000.00",07/14/2023,HYAN
324-040-0CC,500 OCEAN STREET,102U,Condominium,1978,1710,0,"$           870,600.00","$        800,000.00",05/24/2023,HYAN
324-040-0CQ,500 OCEAN STREET,102U,Condominium,1978,1541,0,"$           795,700.00","$        835,000.00",09/08/2023,HYAN
325-066,87 BAY SHORE ROAD,1010,Colonial,1950,3104,0.2,"$        1,367,200.00","$     1,299,000.00",12/22/2023,HYAN
325-166,90 RIPPLE COVE ROAD,1010,Raised Ranch,1972,1546,0.17,"$           877,500.00","$        829,000.00",01/27/2023,HYAN
327-006-001,342 MAIN STREET (HYANNIS) #A,3250,Office/Retail,1890,10585,0.12,"$        2,117,400.00","$     2,200,000.00",04/19/2023,HYAN
327-044,41 SPRING STREET,1040,Conventional,1950,1675,0.12,"$           531,900.00","$        565,000.00",08/18/2022,HYAN
327-098,282 MAIN STREET (HYANNIS),031R,Mixed Use,1940,4241,0.08,"$           511,800.00","$        600,000.00",11/07/2022,HYAN
327-150,201 MAIN STREET (HYANNIS),3010,Res Typ Com,1900,13635,1.75,"$        1,849,800.00","$     2,325,000.00",02/25/2022,HYAN
327-152,219 MAIN STREET (HYANNIS),031S,Mixed Use,1890,9200,0.13,"$        1,336,200.00","$     1,150,000.00",01/14/2022,HYAN
327-154-00N,68 CENTER STREET,102U,Condominium,2007,1406,0,"$           410,700.00","$        420,000.00",03/24/2023,HYAN
327-154-00V,68 CENTER STREET,327O,Retail Condo,2007,2090,0,"$           391,900.00","$        350,000.00",01/14/2022,HYAN
327-157,252 MAIN STREET (HYANNIS),031M,Mixed Use,1900,5358,0.15,"$           602,900.00","$        570,000.00",03/04/2022,HYAN
327-202,115 MAIN STREET (HYANNIS),1110,Apt House,1820,2436,0.41,"$           667,000.00","$        660,000.00",03/31/2022,HYAN
327-246-00A,247 MAIN STREET (HYANNIS),327O,Restaurant Condo,1900,2782,0,"$           462,500.00","$        450,000.00",02/15/2023,HYAN
327-251,52 SCHOOL STREET,013X,Res Typ Com,1910,1806,0.24,"$           645,000.00","$        625,000.00",12/07/2022,HYAN
328-073,195 RIDGEWOOD AVENUE,323N,Strip Retail,1965,8416,0.59,"$           656,200.00","$        680,000.00",01/31/2023,HYAN
328-160,116 CAMP STREET,3420,Medical Bldg,1972,2016,0.39,"$           535,300.00","$        525,000.00",04/12/2022,HYAN
328-174,143 CEDAR STREET,1010,Conventional,1927,1384,0.12,"$           371,900.00","$        351,000.00",12/07/2023,HYAN
328-184-00B,68 CAMP STREET,343O,Condo Office,1987,1790,0,"$           260,000.00","$        265,000.00",03/16/2022,HYAN
FISCAL YEAR 2025 COMPARABLE SALES LISTINGS,,,,,,,,,,
PARCEL ID,PROPERTY ADDRESS,USE CODE,STYLE,YEAR BUILT,"LIVING AREA 
SQFT","LAND 
ACREAGE","FY25 ASSESSED 
VALUE",SALE PRICE,SALE DATE,VILLAGE
328-226,185 RIDGEWOOD AVENUE,1110,Apt House,2019,6448,0.42,"$        2,009,000.00","$     2,448,000.00",08/29/2022,HYAN
329-001,409 IYANNOUGH ROAD/RTE 28,3320,Service Shop,1946,5712,0.81,"$        1,172,900.00","$     1,280,000.00",06/10/2022,HYAN
342-027-00N,32 MAIN STREET (HYANNIS),343O,Condo Office,1985,5584,0,"$        1,052,400.00","$     1,300,000.00",10/27/2023,HYAN
343-001,1 IYANNOUGH ROAD/RTE 28,3220,Store,1963,6549,0.24,"$           701,900.00","$        650,000.00",01/27/2023,HYAN
344-021,150 OLD YARMOUTH ROAD,1010,Ranch,1961,824,0.23,"$           388,500.00","$        370,000.00",07/31/2023,HYAN
345-033-00W,92 ROSARY LANE,3190,Indust Condo,1986,1000,0,"$           109,900.00","$        120,000.00",05/17/2022,HYAN
027-034,30 SPUR LANE,1010,Cape Cod,1980,1874,0.41,"$           615,900.00","$        555,000.00",05/02/2023,MARSTM
027-042,30 CHIPPINGSTONE ROAD,1010,Colonial,1999,2278,0.47,"$           745,000.00","$        840,000.00",10/05/2023,MARSTM
027-103,93 LAURIES LANE,1010,Cape Cod,1986,1267,0.46,"$           480,200.00","$        610,000.00",08/10/2023,MARSTM
029-033,496 SANTUIT-NEWTOWN ROAD,1010,Modern/Contemp,1984,2160,1.03,"$           694,500.00","$        685,500.00",11/30/2023,MARSTM
030-029,347 SANTUIT-NEWTOWN ROAD,1040,Duplex,1871,1891,1.28,"$           497,800.00","$        600,000.00",12/07/2022,MARSTM
030-033,37 HAMBLIN'S HAYWAY,1010,Colonial,1972,1981,0.6,"$           678,000.00","$        720,000.00",11/02/2023,MARSTM
030-093,318 LAKE SHORE DRIVE,1010,Cape Cod,1973,1566,0.46,"$           522,300.00","$        529,000.00",12/08/2023,MARSTM
030-103,61 HEAD OF THE POND LANE,1010,Cape Cod,1985,1691,0.59,"$           604,400.00","$        650,000.00",10/06/2023,MARSTM
030-105,35 HEAD OF THE POND LANE,1010,Ranch,1978,1464,0.63,"$           560,400.00","$        584,900.00",06/20/2023,MARSTM
030-130,1081 RIVER ROAD,1010,Cape Cod,1984,2007,1.05,"$           724,800.00","$        650,000.00",03/01/2023,MARSTM
041-012-016,31 CHERRYWOOD LANE,1010,Ranch,1992,1080,1.07,"$           495,300.00","$        520,000.00",09/29/2023,MARSTM
043-001-007,210 OLDE HOMESTEAD DRIVE,1010,Cape Cod,1991,1656,0.43,"$           691,000.00","$        925,000.00",07/06/2023,MARSTM
043-052-005,53 OLDE HOMESTEAD DRIVE,1010,Cape Cod,1988,2317,0.61,"$           824,900.00","$        915,000.00",12/20/2023,MARSTM
044-009-006,16 COLONIAL FARM CIRCLE,1010,Cape Cod,1989,2332,0.35,"$        1,459,000.00","$     1,330,000.00",08/10/2023,MARSTM
044-017-002,32 LADY SLIPPER LANE,1010,Cape Cod,1985,2176,2.49,"$           844,700.00","$        920,000.00",03/06/2023,MARSTM
045-042,1007 RIVER ROAD,1010,Ranch,1983,1350,1,"$           509,700.00","$        450,000.00",12/08/2023,MARSTM
046-068,100 BLACKTHORN ROAD,1010,Cape Cod,1990,1937,0.62,"$           669,100.00","$        615,000.00",08/01/2023,MARSTM
046-069,88 BLACKTHORN ROAD,1010,Saltbox,1985,1748,0.63,"$           554,400.00","$        571,000.00",11/22/2023,MARSTM
046-084,292 OLD MILL ROAD,1010,Colonial,1976,2160,0.49,"$           617,300.00","$        725,000.00",04/25/2023,MARSTM
046-112,151 ABLE WAY,1010,Ranch,1977,960,0.46,"$           413,100.00","$        366,500.00",07/18/2023,MARSTM
047-044,115 JONES ROAD,1010,Saltbox,1978,1063,0.5,"$           434,500.00","$        530,000.00",05/12/2023,MARSTM
047-104,133 CINDERELLA TERRACE,1010,Saltbox,1979,1606,0.46,"$           519,300.00","$        570,000.00",10/31/2023,MARSTM
047-135,259 JONES ROAD,1010,Cape Cod,1978,1319,0.51,"$           509,500.00","$        426,000.00",08/18/2023,MARSTM
048-005-003,29 DRUMBLE LANE,1010,Cape Cod,1999,2646,6.5,"$        1,380,500.00","$     1,575,000.00",09/13/2023,MARSTM
057-028,1363 OLD POST ROAD (CT & MM),1010,Cape Cod,1984,1350,0.49,"$           538,800.00","$        735,000.00",06/26/2023,MARSTM
057-030,1337 OLD POST ROAD (CT & MM),1010,Cape Cod,1977,1482,0.49,"$           552,500.00","$        740,100.00",10/16/2023,MARSTM
057-088,11 IRONWOOD ROAD,1010,Modern/Contemp,1983,2441,0.46,"$           762,200.00","$        725,000.00",04/14/2023,MARSTM
061-010-006,140 FLUME AVENUE,1010,Cape Cod,1999,2206,0.54,"$           917,100.00","$        925,000.00",05/25/2023,MARSTM
FISCAL YEAR 2025 COMPARABLE SALES LISTINGS,,,,,,,,,,
PARCEL ID,PROPERTY ADDRESS,USE CODE,STYLE,YEAR BUILT,"LIVING AREA 
SQFT","LAND 
ACREAGE","FY25 ASSESSED 
VALUE",SALE PRICE,SALE DATE,VILLAGE
061-049,587 WHISTLEBERRY DRIVE,1010,Modern/Contemp,1988,2672,1.82,"$           820,600.00","$        848,000.00",05/26/2023,MARSTM
061-050,589 WHISTLEBERRY DRIVE,1300,Vacant Land,0,0,1.02,"$           203,100.00","$        200,000.00",04/05/2023,MARSTM
061-055,470 WHISTLEBERRY DRIVE,1300,Vacant Land,0,0,1.42,"$           209,700.00","$        238,000.00",04/22/2022,MARSTM
064-030,439 REGENCY DRIVE,1010,Modern/Contemp,1974,2598,1,"$           702,500.00","$        725,000.00",01/04/2023,MARSTM
064-068-003,47 STONEY POND CIRCLE,1010,Colonial,1989,2704,0.36,"$        1,058,800.00","$        960,000.00",12/28/2023,MARSTM
064-085,150 OLD MILL ROAD,1010,Gambrel,1983,1632,0.55,"$           578,100.00","$        597,900.00",11/28/2023,MARSTM
065-026,72 STONEY POND CIRCLE,1010,Cape Cod,1994,2570,0.54,"$           957,200.00","$        885,000.00",11/30/2023,MARSTM
075-007-004,375 BAXTERS NECK ROAD,1010,Cape Cod,2000,6285,1.69,"$        4,839,000.00","$     4,500,000.00",03/14/2023,MARSTM
076-029,160 CEDAR TREE NECK ROAD,1090,Cape Cod,2003,4191,1.89,"$        2,440,200.00","$     2,125,000.00",07/21/2023,MARSTM
077-004-001,0 FALMOUTH ROAD/RTE 28,1300,Vacant Land,0,0,2.8,"$           181,800.00","$        195,000.00",08/08/2022,MARSTM
077-020,41 HILLTOP DRIVE,1010,Cape Cod,1950,1731,0.68,"$           539,500.00","$        570,000.00",03/17/2023,MARSTM
077-032,2045 MAIN STREET (M.MILLS),1010,Ranch,1931,916,0.93,"$           451,000.00","$        575,000.00",05/24/2023,MARSTM
078-015-001,102 RIVER ROAD,1010,Ranch,1999,1660,0.31,"$           654,600.00","$        676,000.00",06/06/2023,MARSTM
078-016,84 RIVER ROAD,1090,Colonial,1912,4780,1.63,"$        1,889,000.00","$     2,150,000.00",10/31/2022,MARSTM
078-018-40G,195 ROUTE 149 #G,102U,Condominium,2003,2014,0,"$           784,600.00","$        736,250.00",09/29/2023,MARSTM
078-069-001,20 RASCALLY RABBIT ROAD,3400,Office Bldg,1991,7854,0.82,"$        1,071,800.00","$     1,300,000.00",05/31/2023,MARSTM
078-071-002,230 ROUTE 149,340R,Res Typ Com,1984,3536,0.34,"$           584,600.00","$        580,000.00",01/18/2022,MARSTM
078-104-001,4 MOR-WAY,1010,Cape Cod,1985,1754,1.37,"$           613,600.00","$        680,000.00",11/06/2023,MARSTM
078-104-002,263 CAMMETT ROAD,1010,Ranch,1985,1126,1.11,"$           540,000.00","$        565,000.00",07/14/2023,MARSTM
079-009,227 MISTIC DRIVE,1300,Vacant Land,0,0,1.04,"$           389,300.00","$        400,000.00",11/15/2022,MARSTM
079-031,356 ROUTE 149,1010,Cape Cod,1931,930,0.47,"$           404,500.00","$        459,000.00",08/31/2023,MARSTM
079-062,683 MISTIC DRIVE,1010,Cape Cod,1996,2408,1.05,"$        1,040,100.00","$     1,065,000.00",01/27/2023,MARSTM
080-025,375 MISTIC DRIVE,1010,Colonial,1993,2185,1.03,"$           797,100.00","$        834,000.00",04/07/2023,MARSTM
098-010-001,1774 SOUTH COUNTY ROAD,1010,Cape Cod,1920,2514,1.14,"$        1,043,800.00","$     1,320,000.00",08/31/2023,MARSTM
098-023-001,19 MARQUAND DRIVE,1010,Conventional,2017,9891,5.18,"$        8,097,400.00","$   10,900,000.00",05/25/2023,MARSTM
099-026,37 CAMMETT LANE,1010,Ranch,1963,936,0.45,"$           393,200.00","$        420,000.00",08/09/2023,MARSTM
101-025,23 CALVIN HAMBLIN ROAD,1010,Cape Cod,1979,1209,0.52,"$           467,000.00","$        410,000.00",09/22/2023,MARSTM
102-014,80 LAKESIDE DRIVE,1010,Ranch,1961,1150,0.23,"$           406,400.00","$        427,000.00",06/09/2023,MARSTM
102-057,544 FLINT STREET,1010,Cape Cod,1986,1544,0.26,"$           549,700.00","$        525,000.00",03/24/2023,MARSTM
102-169,217 LAKESIDE DRIVE,1010,Ranch,1960,820,0.2,"$           385,200.00","$        495,000.00",08/30/2023,MARSTM
102-191,67 GOOSEBERRY LANE,1010,Ranch,1984,1632,0.24,"$           546,500.00","$        600,000.00",12/08/2023,MARSTM
102-207,35 HOLLIDGE HILL LANE,1010,Cape Cod,1976,2553,1.09,"$        1,335,300.00","$     1,350,000.00",06/29/2023,MARSTM
102-220,85 KNOWLTON LANE,1010,Ranch,1986,1534,1,"$           611,600.00","$        610,000.00",03/24/2023,MARSTM
121-009,2957 FALMOUTH ROAD/RTE 28,3400,Office Bldg,1940,4200,0.94,"$           996,300.00","$     1,230,000.00",10/24/2022,MARSTM
FISCAL YEAR 2025 COMPARABLE SALES LISTINGS,,,,,,,,,,
PARCEL ID,PROPERTY ADDRESS,USE CODE,STYLE,YEAR BUILT,"LIVING AREA 
SQFT","LAND 
ACREAGE","FY25 ASSESSED 
VALUE",SALE PRICE,SALE DATE,VILLAGE
121-145,146 CHINE WAY,1010,Colonial,1981,3029,0.8,"$        1,603,800.00","$     2,050,000.00",11/20/2023,MARSTM
122-049,440 OST.-W.BARN. RD,1010,Ranch,1945,724,0.52,"$           400,200.00","$        410,000.00",03/24/2023,MARSTM
122-138,66 CARLISLE DRIVE,1010,Cape Cod,1996,2780,0.61,"$           884,700.00","$        845,000.00",11/20/2023,MARSTM
122-155,43 CARLISLE DRIVE,1010,Ranch,1979,1460,0.46,"$           560,500.00","$        730,000.00",05/31/2023,MARSTM
123-003-0AN,381 OLD FALMOUTH ROAD,3190,Indust Condo,1987,977,0,"$           231,200.00","$        239,500.00",05/25/2022,MARSTM
123-007,721 OST.-W.BARN. RD,1010,Ranch,1950,1352,1.29,"$           514,000.00","$        600,000.00",02/07/2023,MARSTM
123-037,31 ROSS LANE,1010,Colonial,1997,1648,0.54,"$           634,900.00","$        688,500.00",11/03/2023,MARSTM
123-065-00L,624 OST.-W.BARN. RD #M,1020,Condominium,2005,1476,0,"$           415,300.00","$        410,000.00",06/21/2023,MARSTM
123-065-00P,624 OST.-W.BARN. RD #i3,1020,Condominium,2005,912,0,"$           278,900.00","$        295,750.00",11/01/2023,MARSTM
123-065-00Z,624 OST.-W.BARN. RD #C,1020,Condominium,2005,1476,0,"$           443,800.00","$        555,000.00",08/09/2023,MARSTM
124-046,599 OLD FALMOUTH ROAD,1010,Ranch,1980,1052,0.6,"$           457,200.00","$        495,000.00",11/20/2023,MARSTM
124-048,879 OST.-W.BARN. RD,1010,Modern/Contemp,1984,1404,0.63,"$           510,300.00","$        525,000.00",08/30/2023,MARSTM
125-016,105 MOUNTWOOD ROAD,1010,Cape Cod,2000,1458,0.45,"$           605,300.00","$        700,000.00",05/12/2023,MARSTM
126-055,36 CAPTAIN BAKER ROAD,1010,Colonial,1976,2264,0.46,"$           695,300.00","$        815,000.00",08/16/2023,MARSTM
126-070,459 RACE LANE,1010,Cape Cod,1987,2252,1,"$           824,000.00","$        780,000.00",12/07/2023,MARSTM
148-084,29 THATCHER HOLWAY ROAD #A,1010,Conventional,1979,1721,0.49,"$           641,900.00","$        600,000.00",05/15/2023,MARSTM
149-010,138 WALNUT STREET (M.MILLS),1010,Ranch,1960,840,0.45,"$           368,700.00","$        419,000.00",08/01/2023,MARSTM
149-130-014,47 FOXGLOVE ROAD,1010,Ranch,1981,1846,0.46,"$           618,600.00","$        650,000.00",05/25/2023,MARSTM
149-133,64 BRIDLE PATH,1010,Saltbox,1978,1296,0.61,"$           473,100.00","$        585,000.00",09/14/2023,MARSTM
150-017,182 WALNUT STREET (M.MILLS),1010,Ranch,1932,1452,1,"$           570,900.00","$        500,000.00",05/25/2023,MARSTM
150-078,1271 OLD STAGE ROAD,1010,Cape Cod,2011,1802,1.01,"$           668,000.00","$        655,000.00",06/23/2023,MARSTM
151-029,142 COACHMAN LANE,1010,Cape Cod,1985,2026,1.01,"$           814,800.00","$        769,000.00",07/10/2023,MARSTM
151-042,24 SADDLER LANE,1010,Cape Cod,1986,1473,0.37,"$           618,900.00","$        655,000.00",12/15/2023,MARSTM
174-013,77 GREAT HILL DRIVE,1010,Cape Cod,1985,1373,1.04,"$           557,700.00","$        630,000.00",05/15/2023,MARSTM
051-017-001,284 SEAPUIT RIVER ROAD,1010,Cape Cod,1996,5284,1.22,"$        4,362,100.00","$     4,250,000.00",03/09/2023,OSTVIL
051-017-002,320 SEAPUIT RIVER ROAD,1010,Colonial,1985,4958,1.1,"$        3,711,500.00","$     4,280,000.00",10/11/2023,OSTVIL
052-002,186 WINDSWEPT WAY,1090,Conventional,1933,10763,4,"$      11,340,600.00","$   14,000,000.00",08/05/2022,OSTVIL
052-015-002,292 GRAND ISLAND DRIVE,1010,Cape Cod,1983,4707,1.26,"$        3,457,500.00","$     3,268,500.00",07/28/2023,OSTVIL
073-032,79 SAND POINT,1010,Modern/Contemp,1983,4944,1.11,"$        7,573,800.00","$     7,801,058.00",03/20/2023,OSTVIL
090-002-002,878 SEA VIEW AVENUE,1090,Cape Cod,1929,5254,1.76,"$        3,617,200.00","$     3,540,000.00",10/05/2023,OSTVIL
090-007,959 SEA VIEW AVENUE,1090,Conventional,1916,7167,2.33,"$      11,760,100.00","$   15,100,000.00",09/22/2023,OSTVIL
093-011,104 GREAT BAY ROAD,1010,Cape Cod,1955,3382,1.45,"$        6,751,900.00","$     6,500,000.00",06/22/2023,OSTVIL
096-004-003,100 ICE VALLEY ROAD,1010,Cape Cod,1990,3895,1.91,"$        2,510,900.00","$     2,800,000.00",05/15/2023,OSTVIL
097-027,47 FARM VALLEY ROAD,1010,Cape Cod,1996,3815,1.21,"$        1,972,700.00","$     1,800,000.00",01/27/2023,OSTVIL
FISCAL YEAR 2025 COMPARABLE SALES LISTINGS,,,,,,,,,,
PARCEL ID,PROPERTY ADDRESS,USE CODE,STYLE,YEAR BUILT,"LIVING AREA 
SQFT","LAND 
ACREAGE","FY25 ASSESSED 
VALUE",SALE PRICE,SALE DATE,VILLAGE
097-029,63 FARM VALLEY ROAD,1010,Cape Cod,1999,3931,1.85,"$        2,055,900.00","$     2,050,000.00",09/27/2023,OSTVIL
114-072,70 BAYBERRY WAY,1090,Modern/Contemp,1983,5849,1,"$        3,398,500.00","$     3,225,000.00",02/16/2023,OSTVIL
116-021,38 CROSBY CIRCLE,1010,Ranch,1949,1040,0.35,"$        1,233,600.00","$     1,679,000.00",08/11/2023,OSTVIL
116-028,125 PARKER ROAD,1010,Conventional,1750,1768,0.22,"$        1,319,900.00","$     1,200,000.00",10/03/2023,OSTVIL
116-030-00A,105 PARKER ROAD,102U,Condominium,1988,1549,0,"$           802,400.00","$        850,000.00",04/06/2023,OSTVIL
116-041,200 PARKER ROAD,1010,Cape Cod,1925,1866,0.33,"$        1,368,100.00","$     1,550,000.00",06/02/2023,OSTVIL
116-061-00H,16 SECOND AVENUE,102U,Condominium,2022,884,0,"$           788,900.00","$        840,000.00",07/31/2023,OSTVIL
117-072-00G,39 TOWER HILL ROAD,102U,Condominium,1972,1131,0,"$           490,600.00","$        650,000.00",11/13/2023,OSTVIL
117-072-00S,39 TOWER HILL ROAD,102U,Condominium,1973,1478,0,"$           561,700.00","$        520,000.00",04/14/2023,OSTVIL
117-091,10 WIANNO AVENUE #A,3250,Office/Retail,1940,1863,0.08,"$           581,200.00","$        750,000.00",09/12/2023,OSTVIL
117-104,857 MAIN STREET (OST.),325R,Res Typ Com,1880,2991,0.24,"$           802,400.00","$     1,000,000.00",11/10/2022,OSTVIL
117-158,209 BAY STREET,1010,Gambrel,2022,5628,2.8,"$      10,459,900.00","$   12,200,000.00",03/14/2023,OSTVIL
117-180-20C,39 TOWER HILL ROAD,102U,Condominium,1979,2916,0,"$           887,200.00","$        710,000.00",08/24/2023,OSTVIL
117-180-20Q,39 TOWER HILL ROAD,102U,Condominium,1981,1278,0,"$           542,000.00","$        599,900.00",11/28/2023,OSTVIL
117-180-20Z,39 TOWER HILL ROAD,102U,Condominium,1981,1260,0,"$           669,100.00","$        752,000.00",05/10/2023,OSTVIL
117-180-2AC,39 TOWER HILL ROAD,102U,Condominium,1981,1253,0,"$           624,200.00","$        675,000.00",01/04/2023,OSTVIL
118-015-00J,1046 MAIN STREET (OST.),343O,Condo Office,1940,1152,0,"$           181,000.00","$        199,900.00",03/31/2022,OSTVIL
118-015-00K,1046 MAIN STREET (OST.),343O,Condo Office,1940,850,0,"$           139,900.00","$        125,000.00",03/31/2022,OSTVIL
118-019,49 MILNE ROAD,1010,Ranch,1954,1402,0.5,"$           640,700.00","$        729,000.00",11/28/2023,OSTVIL
118-036,169 POND STREET,1010,Cape Cod,1932,2932,0.33,"$           611,300.00","$        600,000.00",10/17/2023,OSTVIL
118-042-002,318 TOWER HILL ROAD,1010,Cape Cod,1982,2230,0.48,"$        1,100,400.00","$     1,350,000.00",02/27/2023,OSTVIL
118-071,48 BLOSSOM AVENUE,1010,Ranch,1926,664,0.19,"$           450,100.00","$        545,000.00",05/23/2023,OSTVIL
118-098,321 TOWER HILL ROAD,1010,Ranch,2022,1245,0.37,"$        1,451,600.00","$     1,800,000.00",09/21/2023,OSTVIL
119-023,100 WATERFIELD ROAD,1010,Ranch,1972,2693,0.83,"$        1,132,500.00","$     1,275,000.00",05/19/2023,OSTVIL
119-076,123 WINTERGREEN CIRCLE,1010,Cape Cod,1984,1792,0.55,"$           702,600.00","$        729,000.00",10/06/2023,OSTVIL
120-034,65 ACORN DRIVE,1010,Ranch,1966,1160,0.27,"$           463,700.00","$        630,000.00",10/04/2023,OSTVIL
120-078,5 OLDHAM ROAD,1010,Ranch,1998,1648,0.48,"$           835,000.00","$        815,000.00",09/01/2023,OSTVIL
139-090,19 FOURTH AVENUE,1010,Cape Cod,1985,2349,0.51,"$        1,653,400.00","$     1,700,000.00",06/02/2023,OSTVIL
140-023,42 SCUDDER ROAD,1010,Colonial,1950,1762,0.41,"$        1,279,500.00","$     1,165,000.00",02/01/2023,OSTVIL
140-032,146 SCUDDER ROAD,1010,Cape Cod,1956,1104,0.21,"$        1,079,700.00","$     1,040,000.00",11/30/2023,OSTVIL
